source_value,frequency,concept_id,concept_name,domain,vocabulary
"Unusual P axis, possible ectopic atrial tachycardia with frequent",15.0,444070,Tachycardia,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia with short PR,14.0,4088347,Marked sinus arrhythmia,Condition,SNOMED
Sinus bradycardia with sinus arrhythmia with frequent,14.0,4217221,Nodal rhythm disorder,Condition,SNOMED
Sinus tachycardia with 1st degree AV block with frequent,14.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus tachycardia with 2nd degree AV block (Mobitz I),14.0,4205137,Mobitz type I incomplete atrioventricular block,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with 2nd degree A-V block with 2:1 A-V conduction",14.0,444070,Tachycardia,Condition,SNOMED
Marked sinus bradycardia with sinus arrhythmia with occasional,13.0,4217221,Nodal rhythm disorder,Condition,SNOMED
Sinus tachycardia with Premature supraventricular complexes and with frequent,13.0,441872,Supraventricular premature beats,Condition,SNOMED
Atrial fibrillation with rapid ventricular response with Premature ventricular complexes,12.0,4089462,Ventricular premature complex,Condition,SNOMED
Marked sinus bradycardia with marked sinus arrhythmia with 1st degree AV block,12.0,4088347,Marked sinus arrhythmia,Condition,SNOMED
Marked sinus bradycardia with premature supraventricular complexes,12.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus bradycardia with Premature supraventricular complexes and with occasional,12.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with short PR with premature atrial complexes,12.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block (Mobitz I) with frequent,12.0,4205137,Mobitz type I incomplete atrioventricular block,Condition,SNOMED
Sinus tachycardia with Premature supraventricular complexes with junctional escape complexes,12.0,441872,Supraventricular premature beats,Condition,SNOMED
"Unusual P axis, possible ectopic atrial bradycardia with Premature supraventricular complexes",12.0,4169095,Bradycardia,Condition,SNOMED
Sinus bradycardia with sinus arrhythmia with 1st degree A-V block with occasional,11.0,4217221,Nodal rhythm disorder,Condition,SNOMED
Sinus rhythm with Premature supraventricular complexes with junctional escape complexes,11.0,4089462,Ventricular premature complex,Condition,SNOMED
Supraventricular tachycardia with Premature supraventricular complexes with occasional,11.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus bradycardia with short PR with occasional,10.0,4171521,Shortened PR interval,Condition,SNOMED
Sinus rhythm with 2nd degree AV block (Mobitz II),10.0,313780,Mobitz type II atrioventricular block,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with 1st degree A-V block with frequent,10.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with 1st degree A-V block with Premature supraventricular complexes,10.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block with 4:1 A-V conduction,10.0,318448,Second degree atrioventricular block,Condition,SNOMED
"Unusual P axis, possible ectopic atrial bradycardia with frequent",10.0,4169095,Bradycardia,Condition,SNOMED
Wide QRS tachycardia with Premature supraventricular complexes,10.0,444070,Tachycardia,Condition,SNOMED
Atrial flutter with 3:1 AV conduction,9.0,4111570,Partial atrioventricular block,Condition,SNOMED
premature atrial complexes with premature supraventricular complexes,9.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus bradycardia with 2nd degree A-V block (Mobitz II),9.0,313780,Mobitz type II atrioventricular block,Condition,SNOMED
Sinus bradycardia with short PR with Premature supraventricular complexes,9.0,4171521,Shortened PR interval,Condition,SNOMED
Sinus rhythm with premature supraventricular complexes with frequent,9.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus tachycardia with 2nd degree AV block (Mobitz II),9.0,313780,Mobitz type II atrioventricular block,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with 2nd degree A-V block with 3:1 A-V conduction",9.0,444070,Tachycardia,Condition,SNOMED
Atrial fibrillation with ventricular premature complexes,8.0,4089462,Ventricular premature complex,Condition,SNOMED
Atrial tachycardia with 2:1 A-V conduction,8.0,4111570,Partial atrioventricular block,Condition,SNOMED
Marked sinus bradycardia with marked sinus arrhythmia with frequent,8.0,4088347,Marked sinus arrhythmia,Condition,SNOMED
Sinus bradycardia with 1st degree AV block with premature supraventricular complexes,8.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus bradycardia with premature supraventricular complexes with occasional,8.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with 1st degree A-V block with Premature supraventricular complexes and with frequent,8.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with 1st degree A-V block with Premature supraventricular complexes with frequent,8.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with short PR with Premature supraventricular complexes with occasional,8.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus tachycardia with Premature atrial complexes with junctional escape complexes,8.0,4115173,Atrial premature complex,Condition,SNOMED
Accelerated Junctional rhythm with Premature supraventricular complexes and with occasional,7.0,441872,Supraventricular premature beats,Condition,SNOMED
Atrial fibrillation with PVC,7.0,4089462,Ventricular premature complex,Condition,SNOMED
Atrial-paced rhythm with Premature supraventricular complexes,7.0,441872,Supraventricular premature beats,Condition,SNOMED
Atrial-paced rhythm with prolonged AV conduction with Premature supraventricular complexes,7.0,441872,Supraventricular premature beats,Condition,SNOMED
Marked sinus bradycardia with marked sinus arrhythmia with occasional,7.0,4088347,Marked sinus arrhythmia,Condition,SNOMED
Marked sinus bradycardia with Premature supraventricular complexes with frequent,7.0,441872,Supraventricular premature beats,Condition,SNOMED
Marked sinus bradycardia with sinus arrhythmia with short PR,7.0,4217221,Nodal rhythm disorder,Condition,SNOMED
Normal sinus rhythm with 2nd degree A-V block (Mobitz I),7.0,4205137,Mobitz type I incomplete atrioventricular block,Condition,SNOMED
Sinus bradycardia with short PR with frequent,7.0,4171521,Shortened PR interval,Condition,SNOMED
Sinus rhythm with atrial premature complexes,7.0,4115173,Atrial premature complex,Condition,SNOMED
"ST abnormality, consider lateral ischemia",7.0,4184762,EKG ST segment changes,Condition,SNOMED
ventricular-paced complexes and premature supraventricular complexes,7.0,441872,Supraventricular premature beats,Condition,SNOMED
ventricular-paced complexes and Premature supraventricular complexes and with occasional,7.0,441872,Supraventricular premature beats,Condition,SNOMED
Atrial fibrillation with slow ventricular response with Premature ventricular complexes,6.0,4088350,Slow ventricular response,Condition,SNOMED
Marked sinus bradycardia with Premature supraventricular complexes with occasional,6.0,441872,Supraventricular premature beats,Condition,SNOMED
Normal sinus rhythm with sinus arrhythmia with short PR,6.0,4217221,Sinus arrhythmia,Condition,SNOMED
Sinus bradycardia with 1st degree A-V block with Premature supraventricular complexes and with occasional,6.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus bradycardia with 2nd degree A-V block with 2:1 A-V conduction,6.0,318448,Second degree atrioventricular block,Condition,SNOMED
Sinus rhythm with 1st degree A-V block with Premature ventricular complexes,6.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus rhythm with 2nd degree A-V block (Mobitz I) with frequent,6.0,4205137,Mobitz type 1 second degree atrioventricular block,Condition,SNOMED
Sinus rhythm with APC,6.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with short PR with Premature supraventricular complexes and with occasional,6.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with sinus arrhythmia with short PR with occasional,6.0,4217221,Nodal rhythm disorder,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block,6.0,318448,Second degree atrioventricular block,Condition,SNOMED
"Unusual P axis, possible ectopic atrial rhythm with premature atrial complexes",6.0,4091898,Sinus rhythm,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with Premature supraventricular complexes with occasional",6.0,444070,Tachycardia,Condition,SNOMED
Wide QRS rhythm with Premature supraventricular complexes and with occasional,6.0,441872,Supraventricular premature beats,Condition,SNOMED
Accelerated Junctional rhythm with Premature supraventricular complexes and with frequent,5.0,441872,Supraventricular premature beats,Condition,SNOMED
Atrial fibrillation with VPC,5.0,4089462,Ventricular premature complex,Condition,SNOMED
AV dual-paced complexes and Premature supraventricular complexes,5.0,441872,Supraventricular premature beats,Condition,SNOMED
Junctional rhythm with Premature ventricular complexes,5.0,4089462,Ventricular premature complex,Condition,SNOMED
Marked sinus bradycardia with 2nd degree A-V block (Mobitz I),5.0,4205137,Mobitz type 1 second degree atrioventricular block,Condition,SNOMED
Marked sinus bradycardia with sinus arrhythmia with frequent,5.0,4217221,Nodal rhythm disorder,Condition,SNOMED
Normal sinus rhythm with sinus arrhythmia with occasional,5.0,4217221,Sinus arrhythmia,Condition,SNOMED
Premature ventricular complexes and Premature atrial complexes with junctional escape complexes,5.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus bradycardia with 1st degree A-V block with Premature supraventricular complexes with occasional,5.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus bradycardia with 2nd degree AV block (Mobitz II),5.0,313780,Mobitz type II atrioventricular block,Condition,SNOMED
Sinus bradycardia with Premature supraventricular complexes with junctional escape complexes,5.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with 2nd degree AV block (Mobitz II) with premature supraventricular complexes,5.0,313780,Mobitz type II atrioventricular block,Condition,SNOMED
Sinus rhythm with junctional escape complexes,5.0,4166380,Junctional escape beats,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with premature atrial complexes,5.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with short PR with occasional,5.0,4171521,Shortened PR interval,Condition,SNOMED
Sinus rhythm with premature supraventricular complexes and with occasional,5.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with with sinus arrhythmia,5.0,4217221,Nodal rhythm disorder,Condition,SNOMED
Sinus tachycardia with 1st degree AV block with premature supraventricular complexes,5.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus tachycardia with 1st degree A-V block with Premature supraventricular complexes and with occasional,5.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus tachycardia with Premature ventricular complexes,5.0,4089462,Ventricular premature complex,Condition,SNOMED
Possible Inferior-posterior infarct,5.0,4137879,EKG: lateral ischemia,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with 2nd degree A-V block (Mobitz II)",5.0,444070,Tachycardia,Condition,SNOMED
Marked sinus bradycardia with marked sinus arrhythmia with Premature atrial complexes,4.0,4088347,Marked sinus arrhythmia,Condition,SNOMED
Normal sinus rhythm with APC,4.0,4115173,Atrial premature complex,Condition,SNOMED
Normal sinus rhythm with premature ventricular complexes,4.0,4089462,Ventricular premature complex,Condition,SNOMED
Normal sinus rhythm with VPB,4.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia with 1st degree A-V block with occasional,4.0,4088347,Marked sinus arrhythmia,Condition,SNOMED
Sinus bradycardia with Premature supraventricular complexes with frequent,4.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus bradycardia with Premature ventricular complexes,4.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus rhythm with 2nd degree A-V block (Mobitz I) with Premature supraventricular complexes with occasional,4.0,4205137,Mobitz type 1 second degree atrioventricular block,Condition,SNOMED
Sinus rhythm with 2nd degree A-V block (Mobitz II) with occasional,4.0,313780,Mobitz type II atrioventricular block,Condition,SNOMED
Sinus rhythm with sinus arrhythmia with 1st degree AV block with occasional,4.0,4217221,Nodal rhythm disorder,Condition,SNOMED
Sinus tachycardia with 1st degree A-V block with junctional escape complexes,4.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block (Mobitz I) with Premature supraventricular complexes and with occasional,4.0,4205137,Mobitz type I incomplete atrioventricular block,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block (Mobitz II) with Premature supraventricular complexes,4.0,313780,Mobitz type II atrioventricular block,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block with 2:1 A-V conduction with occasional,4.0,318448,Second degree atrioventricular block,Condition,SNOMED
Sinus tachycardia with 2nd degree AV block with 3:1 AV conduction,4.0,318448,Second degree atrioventricular block,Condition,SNOMED
Sinus tachycardia with premature supraventricular complexes with occasional,4.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus tachycardia with short PR with Premature supraventricular complexes and with occasional,4.0,4171521,Shortened PR interval,Condition,SNOMED
Supraventricular tachycardia with Premature supraventricular complexes with frequent,4.0,441872,Supraventricular premature beats,Condition,SNOMED
"Unusual P axis, possible ectopic atrial rhythm with premature supraventricular complexes",4.0,4091898,Sinus rhythm,Condition,SNOMED
